Sefer,Perek,Title,Teacher
Tehillim,128,,Rabbi David Tawil
Tehillim,129,,Rabbi David Tawil
Tehillim,130,,Rabbi David Tawil
Tehillim,131,,Rabbi David Tawil
Tehillim,132,,Rabbi David Tawil
Tehillim,133,,Rabbi David Tawil
Tehillim,134,,Rabbi David Tawil
Tehillim,135,,Rabbi David Tawil
Tehillim,136,,Rabbi David Tawil
Tehillim,137,,Rabbi David Tawil
Tehillim,138,,Rabbi David Tawil
Tehillim,139,,Rabbi David Tawil
Tehillim,140,,Rabbi David Tawil
Tehillim,141,,Rabbi David Tawil
Tehillim,142,,Rabbi David Tawil
Tehillim,143,,Rabbi David Tawil
Tehillim,144,,Rabbi David Tawil
Tehillim,145,,Rabbi David Tawil
Tehillim,146,,Rabbi David Tawil
Tehillim,147,,Rabbi David Tawil
Tehillim,148,,Mr. Jesse Salem
Tehillim,149,,Mr. Michael Franco
Tehillim,150,,Rabbi David Tawil
Mishle,1,,Mrs. Shani Taragin
Mishle,2,,Mrs. Shani Taragin
Mishle,3,,Mrs. Shani Taragin
Mishle,4,,Mrs. Shani Taragin
Mishle,5,,Mrs. Shani Taragin
Mishle,6,,Mrs. Shani Taragin
Mishle,7,,Mrs. Shani Taragin
Mishle,8,,Mrs. Shani Taragin
Mishle,9,,Mrs. Shani Taragin
Mishle,10,,Mrs. Shani Taragin
Mishle,11,,Mrs. Shani Taragin
Mishle,12,,Dr. Yehudi Felman
Mishle,13,,Dr. Yehudi Felman
Mishle,14,,Dr. Yehudi Felman
Mishle,15,,Dr. Yehudi Felman
Mishle,16,,Dr. Yehudi Felman
Mishle,17,,Dr. Yehudi Felman
Mishle,18,,Dr. Yehudi Felman
Mishle,19,,Dr. Yehudi Felman
Mishle,20,,Dr. Yehudi Felman
Mishle,21,,Dr. Yehudi Felman
Mishle,22,,Dr. Yehudi Felman
Mishle,23,,Dr. Yehudi Felman
Mishle,24,,Dr. Yehudi Felman
Mishle,25,,Dr. Yehudi Felman
Mishle,26,,Dr. Yehudi Felman
Mishle,27,,Dr. Yehudi Felman
Mishle,28,,Dr. Yehudi Felman
Mishle,29,,Dr. Yehudi Felman
Mishle,30,,Dr. Yehudi Felman
Mishle,31,,Dr. Yehudi Felman
Iyov,1,,Rabbi Yitzchak Etshalom
Iyov,2,,Rabbi Yitzchak Etshalom
Iyov,3,,Rabbi Yitzchak Etshalom
Iyov,4,,Rabbi Yitzchak Etshalom
Iyov,5,,Rabbi Yitzchak Etshalom
Iyov,6,,Rabbi Yitzchak Etshalom
Iyov,7,,Rabbi Yitzchak Etshalom
Iyov,8,,Rabbi Yitzchak Etshalom
Iyov,9,,Rabbi Yitzchak Etshalom
Iyov,10,,Rabbi Yitzchak Etshalom
Iyov,11,,Rabbi Yitzchak Etshalom
Iyov,12,,Rabbi Yitzchak Etshalom
Iyov,13,,Rabbi Yitzchak Etshalom
Iyov,14,,Rabbi Yitzchak Etshalom
Iyov,15,,Rabbi Yitzchak Etshalom
Iyov,16,,Rabbi Yitzchak Etshalom
Iyov,17,,Rabbi Yitzchak Etshalom
Iyov,18,,Rabbi Yitzchak Etshalom
Iyov,19,,Rabbi Yitzchak Etshalom
Iyov,20,,Rabbi Yitzchak Etshalom
Iyov,21,,Rabbi Yitzchak Etshalom
Iyov,22,,Rabbi Yitzchak Etshalom
Iyov,23,,Rabbi Yitzchak Etshalom
Iyov,24,,Rabbi Yitzchak Etshalom
Iyov,25,,Rabbi Yitzchak Etshalom
Iyov,26,,Rabbi Yitzchak Etshalom
Iyov,27,,Rabbi Yitzchak Etshalom
Iyov,28,,Rabbi Yitzchak Etshalom
Iyov,29,,Rabbi Yitzchak Etshalom
Iyov,30,,Rabbi Yitzchak Etshalom
Iyov,31,,Rabbi Yitzchak Etshalom
Iyov,32,,Rabbi Yitzchak Etshalom
Iyov,33,,Rabbi Yitzchak Etshalom
Iyov,34,,Rabbi Yitzchak Etshalom
Iyov,35,,Rabbi Yitzchak Etshalom
Iyov,36,,Rabbi Yitzchak Etshalom
Iyov,37,,Rabbi Yitzchak Etshalom
Iyov,38,,Rabbi Yitzchak Etshalom
Iyov,39,,Rabbi Yitzchak Etshalom
Iyov,40,,Rabbi Yitzchak Etshalom
Iyov,41,,Rabbi Yitzchak Etshalom
Iyov,42,,Rabbi Yitzchak Etshalom
Shir Hashirim,Introduction,,Mr. Jesse Salem
Shir Hashirim,1,,Mr. Jesse Salem
Shir Hashirim,2,,Mr. Jesse Salem
Shir Hashirim,3,,Mr. Jesse Salem
Shir Hashirim,4,,Mr. Jesse Salem
Shir Hashirim,5,,Mr. Jesse Salem
Shir Hashirim,6,,Mr. Jesse Salem
Shir Hashirim,7,,Mr. Jesse Salem
Shir Hashirim,8,,Mr. Jesse Salem
Ruth,Introduction,,Rabbi Nathan Zaboulani
Ruth,1,,Rabbi Nathan Zaboulani
Ruth,2,,Rabbi Nathan Zaboulani
Ruth,3,,Rabbi Nathan Zaboulani
Ruth,4,,Rabbi Nathan Zaboulani
Eichah,Introduction,,Mr. David A. Cohen
Eichah,1,,Mr. David A. Cohen
Eichah,2,,Mr. David A. Cohen
Eichah,3,,Mr. David A. Cohen
Eichah,4,,Mr. David A. Cohen
Eichah,5,,Mr. David A. Cohen
Kohelet,Introduction,,Mr. David A. Cohen
Kohelet,1,,Mr. David A. Cohen
Kohelet,2,,Mr. David A. Cohen
Kohelet,3,,Mr. David A. Cohen
Kohelet,4,,Mr. David A. Cohen
Kohelet,5,,Mr. David A. Cohen
Kohelet,6,,Mr. David A. Cohen
Kohelet,7,,Mr. David A. Cohen
Kohelet,8,,Mr. David A. Cohen
Kohelet,9,,Mr. David A. Cohen
Kohelet,10,,Mr. David A. Cohen
Kohelet,11,,Mr. David A. Cohen
Kohelet,12,,Mr. David A. Cohen
Esther,1,,Rabbi Richard Tobias
Esther,2,,Rabbi Richard Tobias
Esther,3,,Rabbi Richard Tobias
Esther,4,,Rabbi Richard Tobias
Esther,5,,Rabbi Richard Tobias
Esther,6,,Rabbi Richard Tobias
Esther,7,,Rabbi Richard Tobias
Esther,8,,Rabbi Richard Tobias
Esther,9,,Rabbi Richard Tobias
Esther,10,,Rabbi Richard Tobias
Daniel,Introduction,,Mrs. Gitta Neufeld
Daniel,1,,Mrs. Gitta Neufeld
Daniel,2,,Mrs. Gitta Neufeld
Daniel,3,,Mrs. Gitta Neufeld
Daniel,4,,Mrs. Gitta Neufeld
Daniel,5,,Mrs. Gitta Neufeld
Daniel,6,,Mrs. Gitta Neufeld
Daniel,7,,Mrs. Gitta Neufeld
Daniel,8,,Mrs. Gitta Neufeld
Daniel,9,,Mrs. Gitta Neufeld
Daniel,10,,Mrs. Gitta Neufeld
Daniel,11,,Mrs. Gitta Neufeld
Daniel,12,,Mrs. Gitta Neufeld
Ezra,1,,Rabbi Avraham Benhamu
Ezra,2,,Rabbi Avraham Benhamu
Ezra,3,,Rabbi Avraham Benhamu
Ezra,4,,Rabbi Avraham Benhamu
Ezra,5,,Rabbi Avraham Benhamu
Ezra,6,,Rabbi Avraham Benhamu
Ezra,7,,Rabbi Avraham Benhamu
Ezra,8,,Rabbi Avraham Benhamu
Ezra,9,,Rabbi Avraham Benhamu
Ezra,10,,Rabbi Avraham Benhamu
Nehemya,1,,Mr. Josh Setton
Nehemya,2,,Mr. Josh Setton
Nehemya,3,,Mr. Josh Setton
Nehemya,4,,Mr. Josh Setton
Nehemya,5,,Mr. Josh Setton
Nehemya,6,,Mr. Josh Setton
Nehemya,7,,Mr. Josh Setton
Nehemya,8,,Mr. Josh Setton
Nehemya,9,,Mr. Josh Setton
Nehemya,10,,Mr. Josh Setton
Nehemya,11,,Mr. Josh Setton
Nehemya,12,,Mr. Josh Setton
Nehemya,13,,Mr. Josh Setton
Bereshit,bereshit,,Rabbi Alex Israel
Bereshit,noah,,Rabbi Alex Israel
Bereshit,lech-lecha,,Rabbi Alex Israel
Bereshit,vayera,,Rabbi Alex Israel
Bereshit,haye-sarah,,Rabbi Alex Israel
Bereshit,toledot,,Rabbi Gad Dishi
Bereshit,vayetze,,Rabbi Gad Dishi
Bereshit,vayishlah,,Rabbi Gad Dishi
Bereshit,vayeshev,,Dr. Avigail Rock
Bereshit,miketz,,Dr. Avigail Rock
Bereshit,vayigash,,Dr. Avigail Rock
Bereshit,vayhi,,Dr. Avigail Rock
Shemot,shemot,,Dr. Yael Ziegler
Shemot,vaera,,Dr. Yael Ziegler
Shemot,bo,,Dr. Yael Ziegler
Shemot,beshalah,,Dr. Yael Ziegler
Shemot,yitro,,Rabbi Yitzchak Etshalom
Shemot,mishpatim,,Rabbi Yitzchak Etshalom
Shemot,teruma,,Rabbi Yitzchak Etshalom
Shemot,tetzave,,Rabbi Yitzchak Etshalom
Shemot,ki-tisa,,Rabbi Yitzchak Etshalom
Shemot,vayakhel,,Rabbi Yitzchak Etshalom
Shemot,pekude,,Rabbi Yitzchak Etshalom
Vayikra,vayikra,,Mrs. Shani Taragin
Vayikra,tzav,,Mrs. Shani Taragin
Vayikra,shemini,,Mrs. Shani Taragin
Vayikra,tazria,,Mrs. Shani Taragin
Vayikra,metzora,,Mrs. Shani Taragin
Vayikra,aharei-mot,,Mrs. Shani Taragin
Vayikra,kedoshim,,Mrs. Shani Taragin
Vayikra,emor,,Mrs. Shani Taragin
Vayikra,behar,,Mrs. Shani Taragin
Vayikra,behukotai,,Mrs. Shani Taragin
Bemidbar,bemidbar,,Rabbi Jonathan Snowbell
Bemidbar,naso,,Rabbi Jonathan Snowbell
Bemidbar,behaalotecha,,Rabbi Jonathan Snowbell
Bemidbar,shelah,,Rabbi Jonathan Snowbell
Bemidbar,korah,,Rabbi Jonathan Snowbell
Bemidbar,hukat,,Mrs. Yosefa Wruble
Bemidbar,balak,,Mrs. Yosefa Wruble
Bemidbar,pinehas,,Mrs. Yosefa Wruble
Bemidbar,matot,,Mrs. Yosefa Wruble
Bemidbar,masei,,Mrs. Yosefa Wruble
Devarim,devarim,,Rabbi Menachem Leibtag
Devarim,vaethanan,,Rabbi Menachem Leibtag
Devarim,ekev,,Rabbi Menachem Leibtag
Devarim,re'e,,Rabbi Menachem Leibtag
Devarim,shofetim,,Rabbi Menachem Leibtag
Devarim,ki-tetze,,Rabbi Menachem Leibtag
Devarim,ki-tavo,,Rabbi Menachem Leibtag
Devarim,nitzavim,,Rabbi Menachem Leibtag
Devarim,vayelech,,Rabbi Menachem Leibtag
Devarim,haazinu,,Rabbi Menachem Leibtag
Devarim,vezot-haberacha,,Rabbi Menachem Leibtag
